技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
たいあたり,ノーマル,物理,40,90,100,35,○,通常攻撃。(第6世代は威力:50)
にらみつける,ノーマル,変化,-,-,100,30,×,相手全体が対象。相手の『ぼうぎょ』ランクを1段階下げる。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
ドラゴンテール,ドラゴン,物理,60,110,90,10,○,必ず後攻になる(優先度:-6)。攻撃後、相手のポケモンを強制的に交代させる。野生のポケモンの場合は戦闘を終了する。ダイマックスしている相手には追加効果は無効。
こわいかお,ノーマル,変化,-,-,100,10,×,相手の『すばやさ』ランクを2段階下げる。
ずつき,ノーマル,物理,70,120,100,15,○,30%の確率で相手をひるませる。
ふるいたてる,ノーマル,変化,-,-,-,30,×,自分の『こうげき』『とくこう』ランクが1段階ずつ上がる。
いやなおと,ノーマル,変化,-,-,85,40,×,相手の『ぼうぎょ』ランクを2段階下げる。音系の技。相手の『みがわり』状態を貫通する。
てっぺき,はがね,変化,-,-,-,15,×,自分の『ぼうぎょ』ランクを2段階上げる。
ドラゴンクロー,ドラゴン,物理,80,130,100,15,○,通常攻撃。
おたけび,ノーマル,変化,-,-,100,30,×,相手の『こうげき』『とくこう』ランクを1段階ずつ下げる。音系の技。相手の『みがわり』状態を貫通する。
りゅうのまい,ドラゴン,変化,-,-,-,20,×,自分の『こうげき』『すばやさ』ランクを1段階ずつ上げる。
げきりん,ドラゴン,物理,120,140,100,10,○,2～3ターン連続で攻撃し、その後自分は1～4ターンの間『こんらん』状態になる。
いやなおと,ノーマル,変化,-,-,85,40,×,相手の『ぼうぎょ』ランクを2段階下げる。音系の技。相手の『みがわり』状態を貫通する。
しんぴのまもり,ノーマル,変化,-,-,-,25,×,5ターンの間、状態異常にならなくなる。交代しても効果は続く。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
いわなだれ,いわ,物理,75,130,90,10,×,相手全体が対象。30%の確率で相手をひるませる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
こわいかお,ノーマル,変化,-,-,100,10,×,相手の『すばやさ』ランクを2段階下げる。
メロメロ,ノーマル,変化,-,-,100,15,×,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
すなあらし,いわ,変化,-,-,-,10,×,5ターンの間、天気を『すなあらし』にする。
からげんき,ノーマル,物理,70,120,100,20,○,自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
かわらわり,かくとう,物理,75,90,100,15,○,相手の技『リフレクター』『オーロラベール』の効果を受けず、相手の技『リフレクター』『ひかりのかべ』『オーロラベール』を壊す。
がんせきふうじ,いわ,物理,60,110,95,15,×,100%の確率で相手の『すばやさ』ランクを1段階下げる。
しっぺがえし,あく,物理,50,100,100,10,○,自分が後攻の時、威力が2倍になる。
なげつける,あく,物理,-,100,100,10,×,自分の持っている道具によって効果が変化する。投げつけた道具はなくなる。
シャドークロー,ゴースト,物理,70,120,100,15,○,急所に当たりやすい(急所ランク:+1)。
りんしょう,ノーマル,特殊,60,110,100,15,×,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
じならし,じめん,物理,60,110,100,20,×,自分以外全員が対象。100%の確率で相手の『すばやさ』ランクを1段階下げる。
みねうち,ノーマル,物理,40,90,100,40,○,この技のダメージで相手のHPが0になる時、相手のHPを1にする。野生のポケモンを捕まえる時に便利。
つるぎのまい,ノーマル,変化,-,-,-,20,×,自分の『こうげき』ランクを2段階上げる。
けたぐり,かくとう,物理,-,100,100,20,○,相手の『おもさ』が重いほど威力が高くなる。10kg未満は20、25kg未満は40、50kg未満は60、100kg未満は80、200kg未満は100、それ以上は120。ダイマックスしている相手には無効。
じしん,じめん,物理,100,130,100,10,×,自分以外全員が対象。相手が技『あなをほる』を使っている時でも命中し、ダメージが2倍になる。
みがわり,ノーマル,変化,-,-,-,10,×,自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。
きしかいせい,かくとう,物理,-,100,100,15,○,自分の残りHPが少ないほど威力が高くなる。(威力は20～200)
げきりん,ドラゴン,物理,120,140,100,10,○,2～3ターン連続で攻撃し、その後自分は1～4ターンの間『こんらん』状態になる。
こらえる,ノーマル,変化,-,-,-,10,×,必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。
ねごと,ノーマル,変化,-,-,-,10,×,自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
アイアンテール,はがね,物理,100,130,75,15,○,30%の確率で相手の『ぼうぎょ』ランクを1段階下げる。
さわぐ,ノーマル,特殊,90,130,100,10,×,3ターン連続で攻撃し、その間はすべてのポケモンが『ねむり』状態にならない。音系の技。相手の『みがわり』状態を貫通する。
ちょうはつ,あく,変化,-,-,100,20,×,3ターンの間、相手は攻撃技しか出せなくなる。(変化技を使えなくする)
てっぺき,はがね,変化,-,-,-,15,×,自分の『ぼうぎょ』ランクを2段階上げる。
ドラゴンクロー,ドラゴン,物理,80,130,100,15,○,通常攻撃。
ビルドアップ,かくとう,変化,-,-,-,20,×,自分の『こうげき』『ぼうぎょ』ランクを1段階ずつ上げる。
りゅうのまい,ドラゴン,変化,-,-,-,20,×,自分の『こうげき』『すばやさ』ランクを1段階ずつ上げる。
