技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
ひのこ,ほのお,特殊,40,90,100,25,×,10%の確率で相手を『やけど』状態にする。
スモッグ,どく,特殊,30,70,70,20,×,40%の確率で相手を『どく』状態にする。
からにこもる,みず,変化,-,-,-,40,×,自分の『ぼうぎょ』ランクを1段階上げる。
こうそくスピン,ノーマル,物理,50,100,100,40,○,自分が受けている技『うずしお』『からではさむ』『しめつける』『すなじごく』『ほのおのうず』『マグマストーム』『まきつく』『やどりぎのタネ』および自分の場の『ステルスロック』『どくびし』『まきびし』『ねばねばネット』の効果を解除する。第8世代からは、攻撃後、100%の確率で自分の『すばやさ』ランクが1段階上がる。(第7世代までは威力20)
えんまく,ノーマル,変化,-,-,100,20,×,相手の命中率を1段階下げる。
クリアスモッグ,どく,特殊,50,75,-,15,×,相手の能力ランクの変化を元に戻す。
かえんぐるま,ほのお,物理,60,110,100,25,○,10%の確率で相手を『やけど』状態にする。自分が『こおり』状態の時でも使う事ができ、使うと『こおり』状態が治る。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
ふんえん,ほのお,特殊,80,130,100,15,×,自分以外全員が対象。30%の確率で相手を『やけど』状態にする。
のしかかり,ノーマル,物理,85,130,100,15,○,30%の確率で相手を『まひ』状態にする。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。
てっぺき,はがね,変化,-,-,-,15,×,自分の『ぼうぎょ』ランクを2段階上げる。
かえんほうしゃ,ほのお,特殊,90,130,100,15,×,10%の確率で相手を『やけど』状態にする。
のろい,ゴースト,変化,-,-,-,10,×,自分のタイプが『ゴースト』タイプの時は自分のHPを最大HPの半分だけ減らして、相手を『のろい』状態にする。『のろい』状態になると毎ターン、HPが最大HPの1/4ずつ減る。それ以外のポケモンの場合『すばやさ』ランクが1段階下がり、『こうげき』『ぼうぎょ』ランクが1段階ずつ上がる。
ねっぷう,ほのお,特殊,95,130,90,10,×,相手全体が対象。10%の確率で相手を『やけど』状態にする。
ドわすれ,エスパー,変化,-,-,-,20,×,自分の『とくぼう』ランクを2段階上げる。
れんごく,ほのお,特殊,100,130,50,5,×,100%の確率で相手を『やけど』状態にする。
からをやぶる,ノーマル,変化,-,-,-,15,×,自分の『ぼうぎょ』『とくぼう』ランクが1段階ずつ下がり、『こうげき』『とくこう』『すばやさ』ランクが2段階ずつ上がる。
ふんか,ほのお,特殊,150,150,100,5,×,相手全体が対象。(150×自分の残りHP÷自分の最大HP)が威力になる。
はかいこうせん,ノーマル,特殊,150,150,90,5,×,使用した次のターンは行動できない。
ギガインパクト,ノーマル,物理,150,150,90,5,○,使用した次のターンは行動できない。
ソーラービーム,くさ,特殊,120,140,100,10,×,1ターン目は攻撃せずに、2ターン目で攻撃する。天気が『ひざしがつよい』の時は1ターンためずに攻撃でき、『あめ』『あられ』『すなあらし』の時は威力が半分になる。
ほのおのうず,ほのお,特殊,35,90,85,15,×,4～5ターンの間、毎ターン終了後最大HPの1/8のダメージを与え、その間相手は逃げたり交代できない。
じばく,ノーマル,物理,200,150,100,5,×,自分以外全員が対象。攻撃後、自分が『ひんし』状態になる。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
いわなだれ,いわ,物理,75,130,90,10,×,相手全体が対象。30%の確率で相手をひるませる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
メロメロ,ノーマル,変化,-,-,100,15,×,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
にほんばれ,ほのお,変化,-,-,-,5,×,5ターンの間、天気を『ひざしがつよい』にする。
おにび,ほのお,変化,-,-,85,15,×,相手を『やけど』状態にする。『ほのお』タイプには無効。
からげんき,ノーマル,物理,70,120,100,20,○,自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
ウェザーボール,ノーマル,特殊,50,130,100,10,×,天気が『ひざしがつよい』の時は『ほのお』タイプ、『あめ』の時は『みず』タイプ、『あられ』の時は『こおり』タイプ、『すなあらし』の時は『いわ』タイプになり、威力が2倍になる。ダイマックス技や第7世代のZワザもタイプが変わる。
がんせきふうじ,いわ,物理,60,110,95,15,×,100%の確率で相手の『すばやさ』ランクを1段階下げる。
りんしょう,ノーマル,特殊,60,110,100,15,×,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
じならし,じめん,物理,60,110,100,20,×,自分以外全員が対象。100%の確率で相手の『すばやさ』ランクを1段階下げる。
じだんだ,じめん,物理,75,130,100,10,○,前のターンで自分が使った技が失敗していた場合、威力が2倍になる。
のしかかり,ノーマル,物理,85,130,100,15,○,30%の確率で相手を『まひ』状態にする。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。
かえんほうしゃ,ほのお,特殊,90,130,100,15,×,10%の確率で相手を『やけど』状態にする。
じしん,じめん,物理,100,130,100,10,×,自分以外全員が対象。相手が技『あなをほる』を使っている時でも命中し、ダメージが2倍になる。
だいもんじ,ほのお,特殊,110,140,85,5,×,10%の確率で相手を『やけど』状態にする。
ドわすれ,エスパー,変化,-,-,-,20,×,自分の『とくぼう』ランクを2段階上げる。
みがわり,ノーマル,変化,-,-,-,10,×,自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。
ヘドロばくだん,どく,特殊,90,90,100,10,×,30%の確率で相手を『どく』状態にする。
こらえる,ノーマル,変化,-,-,-,10,×,必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。
ねごと,ノーマル,変化,-,-,-,10,×,自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
アイアンテール,はがね,物理,100,130,75,15,○,30%の確率で相手の『ぼうぎょ』ランクを1段階下げる。
