技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
したでなめる,ゴースト,物理,30,90,100,30,○,30%の確率で相手を『まひ』状態にする。
たいあたり,ノーマル,物理,40,90,100,35,○,通常攻撃。(第6世代は威力:50)
まるくなる,ノーマル,変化,-,-,-,40,×,自分の『ぼうぎょ』ランクを1段階上げる。
リサイクル,ノーマル,変化,-,-,-,10,×,自分が最後に使用した持ち物の道具を手に入れる。道具を持っている場合は失敗する。
ほしがる,ノーマル,物理,60,110,100,25,○,相手が持っている道具を自分の物にする。自分が既に道具を持っている場合は失敗するが、技『はたきおとす』で自分の道具が無効化されている時は奪う事ができ、道具は上書きされる。トレーナー戦の場合はバトル終了後になくなる。
かみつく,あく,物理,60,110,100,25,○,30%の確率で相手をひるませる。
たくわえる,ノーマル,変化,-,-,-,20,×,自分の『ぼうぎょ』『とくぼう』ランクを1段階ずつ上げる。技『のみこむ』『はきだす』の効果を上げる。3回までたくわえることができる。
のみこむ,ノーマル,変化,-,-,-,10,×,技『たくわえる』を使った数だけHPが多く回復する。1つの時は最大HPの1/4、2つの時は最大HPの1/2、3つの時は全回復する。技『たくわえる』で上がった『ぼうぎょ』『とくぼう』ランクは元に戻る。技『たくわえる』を使っていない時は失敗する。
いやなおと,ノーマル,変化,-,-,85,40,×,相手の『ぼうぎょ』ランクを2段階下げる。音系の技。相手の『みがわり』状態を貫通する。
のしかかり,ノーマル,物理,85,130,100,15,○,30%の確率で相手を『まひ』状態にする。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。
なげつける,あく,物理,-,100,100,10,×,自分の持っている道具によって効果が変化する。投げつけた道具はなくなる。
ドわすれ,エスパー,変化,-,-,-,20,×,自分の『とくぼう』ランクを2段階上げる。
ゆびをふる,ノーマル,変化,-,-,-,10,×,ほぼすべての技の中からランダムで1つ使う。
じたばた,ノーマル,物理,-,130,100,15,○,自分の残りHPが少ないほど威力が高くなる。(威力は20～200)
はらだいこ,ノーマル,変化,-,-,-,10,×,自分のHPを最大HPの半分だけ減らす代わりに、自分の『こうげき』ランクを最大まで上げる。
とっておき,ノーマル,物理,140,140,100,5,○,この技は自分の持っている他の技をすべて使うと使えるようになる。
メガトンパンチ,ノーマル,物理,80,130,85,20,○,通常攻撃。特性『てつのこぶし』の時、威力が1.2倍になる。
メガトンキック,ノーマル,物理,120,140,75,5,○,通常攻撃。
ネコにこばん,ノーマル,物理,40,90,100,20,×,戦闘終了後にお金が(自分のレベル×攻撃回数×5)円余計に手に入る。
ほのおのパンチ,ほのお,物理,75,130,100,15,○,10%の確率で相手を『やけど』状態にする。特性『てつのこぶし』の時、威力が1.2倍になる。
れいとうパンチ,こおり,物理,75,130,100,15,○,10%の確率で相手を『こおり』状態にする。特性『てつのこぶし』の時、威力が1.2倍になる。
かみなりパンチ,でんき,物理,75,130,100,15,○,10%の確率で相手を『まひ』状態にする。特性『てつのこぶし』の時、威力が1.2倍になる。
ソーラービーム,くさ,特殊,120,140,100,10,×,1ターン目は攻撃せずに、2ターン目で攻撃する。天気が『ひざしがつよい』の時は1ターンためずに攻撃でき、『あめ』『あられ』『すなあらし』の時は威力が半分になる。
いやなおと,ノーマル,変化,-,-,85,40,×,相手の『ぼうぎょ』ランクを2段階下げる。音系の技。相手の『みがわり』状態を貫通する。
じばく,ノーマル,物理,200,150,100,5,×,自分以外全員が対象。攻撃後、自分が『ひんし』状態になる。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
いわなだれ,いわ,物理,75,130,90,10,×,相手全体が対象。30%の確率で相手をひるませる。
