技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
こなゆき,こおり,特殊,40,90,100,25,×,相手全体が対象。10%の確率で相手を『こおり』状態にする。
たいあたり,ノーマル,物理,40,90,100,35,○,通常攻撃。(第6世代は威力:50)
しろいきり,こおり,変化,-,-,-,30,×,5ターンの間、能力ランクを下げられなくなる。交代しても効果は続く。
ウェザーボール,ノーマル,特殊,50,130,100,10,×,天気が『ひざしがつよい』の時は『ほのお』タイプ、『あめ』の時は『みず』タイプ、『あられ』の時は『こおり』タイプ、『すなあらし』の時は『いわ』タイプになり、威力が2倍になる。ダイマックス技や第7世代のZワザもタイプが変わる。
こごえるかぜ,こおり,特殊,55,110,95,15,×,相手全体が対象。100%の確率で相手の『すばやさ』ランクを1段階下げる。
ずつき,ノーマル,物理,70,120,100,15,○,30%の確率で相手をひるませる。
ドわすれ,エスパー,変化,-,-,-,20,×,自分の『とくぼう』ランクを2段階上げる。
フリーズドライ,こおり,特殊,70,120,100,20,×,10%の確率で相手を『こおり』状態にする。この技は『みず』タイプにも効果抜群になる。
あられ,こおり,変化,-,-,-,10,×,5ターンの間、天気を『あられ』にする。
オーロラベール,こおり,変化,-,-,-,20,×,天気が『あられ』状態の時のみ使用でき、5ターンの間、自分と味方が受ける相手の物理攻撃と特殊攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
なみのり,みず,特殊,90,130,100,15,×,自分以外全員が対象。相手が『ダイビング』を使っている時でも命中し、ダメージが2倍になる。
ふぶき,こおり,特殊,110,140,70,5,×,相手全体が対象。10%の確率で相手を『こおり』状態にする。天気が『あられ』の時は必ず命中する。
れいとうパンチ,こおり,物理,75,130,100,15,○,10%の確率で相手を『こおり』状態にする。特性『てつのこぶし』の時、威力が1.2倍になる。
リフレクター,エスパー,変化,-,-,-,20,×,5ターンの間、相手の物理攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
こごえるかぜ,こおり,特殊,55,110,95,15,×,相手全体が対象。100%の確率で相手の『すばやさ』ランクを1段階下げる。
メロメロ,ノーマル,変化,-,-,100,15,×,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
あられ,こおり,変化,-,-,-,10,×,5ターンの間、天気を『あられ』にする。
うずしお,みず,特殊,35,90,85,15,×,4～5ターンの間、毎ターン終了後最大HPの1/8のダメージを与え、その間相手は逃げたり交代できない。相手が『ダイビング』を使っている時でも命中し、ダメージが2倍になる。
からげんき,ノーマル,物理,70,120,100,20,○,自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
ダイビング,みず,物理,80,130,100,10,○,1ターン目に水中へ潜り、2ターン目に攻撃する。水中にいる間は『なみのり』『うずしお』以外の技を受けない。
ウェザーボール,ノーマル,特殊,50,130,100,10,×,天気が『ひざしがつよい』の時は『ほのお』タイプ、『あめ』の時は『みず』タイプ、『あられ』の時は『こおり』タイプ、『すなあらし』の時は『いわ』タイプになり、威力が2倍になる。ダイマックス技や第7世代のZワザもタイプが変わる。
つららばり,こおり,物理,25,130,100,30,×,1ターンに2～5回連続で攻撃する。
しおみず,みず,特殊,65,120,100,10,×,相手のHPが最大HPの半分以下の時、威力が2倍になる。
ゆきなだれ,こおり,物理,60,110,100,10,○,そのターンに相手の技のダメージを受けると威力が2倍になる。必ず後攻になる(優先度:-4)。
りんしょう,ノーマル,特殊,60,110,100,15,×,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
ハイドロポンプ,みず,特殊,110,140,80,5,×,通常攻撃。
なみのり,みず,特殊,90,130,100,15,×,自分以外全員が対象。相手が『ダイビング』を使っている時でも命中し、ダメージが2倍になる。
れいとうビーム,こおり,特殊,90,130,100,10,×,10%の確率で相手を『こおり』状態にする。
ふぶき,こおり,特殊,110,140,70,5,×,相手全体が対象。10%の確率で相手を『こおり』状態にする。天気が『あられ』の時は必ず命中する。
こうそくいどう,エスパー,変化,-,-,-,30,×,自分の『すばやさ』ランクが2段階上がる。
たきのぼり,みず,物理,80,130,100,15,○,20%の確率で相手をひるませる。
ドわすれ,エスパー,変化,-,-,-,20,×,自分の『とくぼう』ランクを2段階上げる。
みがわり,ノーマル,変化,-,-,-,10,×,自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。
きしかいせい,かくとう,物理,-,100,100,15,○,自分の残りHPが少ないほど威力が高くなる。(威力は20～200)
こらえる,ノーマル,変化,-,-,-,10,×,必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。
ねごと,ノーマル,変化,-,-,-,10,×,自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
てっぺき,はがね,変化,-,-,-,15,×,自分の『ぼうぎょ』ランクを2段階上げる。
しねんのずつき,エスパー,物理,80,130,90,15,○,20%の確率で相手をひるませる。
アイアンヘッド,はがね,物理,80,130,100,15,○,30%の確率で相手をひるませる。
アクアブレイク,みず,物理,85,130,100,10,○,20%の確率で、相手の『ぼうぎょ』ランクを1段階下げる。
すてみタックル,ノーマル,物理,120,140,100,15,○,相手に与えたダメージの1/3を自分も受ける。
はらだいこ,ノーマル,変化,-,-,-,10,×,自分のHPを最大HPの半分だけ減らす代わりに、自分の『こうげき』ランクを最大まで上げる。
アクアリング,みず,変化,-,-,-,20,×,使用後、毎ターン、HPが最大HPの1/16ずつ回復する。
もろはのずつき,いわ,物理,150,150,80,5,○,相手に与えたダメージの1/2を自分も受ける。
みずびたし,みず,変化,-,-,100,20,×,相手を『みず』タイプにする。
つららおとし,こおり,物理,85,130,90,10,×,30%の確率で相手をひるませる。
