技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
なきごえ,ノーマル,変化,-,-,100,40,×,相手全体が対象。相手の『こうげき』ランクを1段階下げる。音系の技。相手の『みがわり』状態を貫通する。
つつく,ひこう,物理,35,90,100,35,○,通常攻撃。
たいあたり,ノーマル,物理,40,90,100,35,○,通常攻撃。(第6世代は威力:50)
エコーボイス,ノーマル,特殊,40,90,100,15,×,毎ターン、誰かが技『エコーボイス』を使う度に威力が高くなっていく。音系の技。相手の『みがわり』状態を貫通する。
ねんりき,エスパー,特殊,50,100,100,25,×,10%の確率で相手を1～4ターンの間『こんらん』状態にする。
リフレクター,エスパー,変化,-,-,-,20,×,5ターンの間、相手の物理攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
サイコシフト,エスパー,変化,-,-,100,10,×,自分の状態異常を相手に移し、自分は回復する。
エアスラッシュ,ひこう,特殊,75,130,95,15,×,30%の確率で相手をひるませる。
じんつうりき,エスパー,特殊,80,130,100,20,×,10%の確率で相手をひるませる。
とっしん,ノーマル,物理,90,130,85,20,○,相手に与えたダメージの1/4を自分も受ける。
さわぐ,ノーマル,特殊,90,130,100,10,×,3ターン連続で攻撃し、その間はすべてのポケモンが『ねむり』状態にならない。音系の技。相手の『みがわり』状態を貫通する。
はねやすめ,ひこう,変化,-,-,-,10,×,HPが最大HPの半分回復するが、そのターンは『ひこう』タイプではなくなる。
ムーンフォース,フェアリー,特殊,95,130,100,15,×,30%の確率で相手の『とくこう』ランクを1段階下げる。
さいみんじゅつ,エスパー,変化,-,-,60,20,×,相手を2～4ターン(実質1～3ターン)の間『ねむり』状態にする。
ゆめくい,エスパー,特殊,100,130,100,15,×,相手に与えたダメージの半分だけ自分のHPが回復する。相手が『ねむり』状態の時だけ成功する。
そらをとぶ,ひこう,物理,90,130,95,15,○,1ターン目に空中へ飛び上がり、2ターン目に攻撃する。空中にいる間は『うちおとす』『かぜおこし』『かみなり』『サウザンアロー』『スカイアッパー』『たつまき』『ぼうふう』以外の技を受けない。
いやなおと,ノーマル,変化,-,-,85,40,×,相手の『ぼうぎょ』ランクを2段階下げる。音系の技。相手の『みがわり』状態を貫通する。
リフレクター,エスパー,変化,-,-,-,20,×,5ターンの間、相手の物理攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
どろぼう,あく,物理,60,110,100,25,○,相手が持っている道具を自分の物にする。自分が既に道具を持っている場合は失敗するが、技『はたきおとす』で自分の道具が無効化されている時は奪う事ができ、道具は上書きされる。トレーナー戦の場合はバトル終了後になくなる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
はがねのつばさ,はがね,物理,70,120,90,25,○,10%の確率で自分の『ぼうぎょ』ランクが1段階上がる。
