技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
サイケこうせん,エスパー,特殊,65,120,100,20,×,10%の確率で相手を1～4ターンの間『こんらん』状態にする。
タネマシンガン,くさ,物理,25,130,100,30,×,1ターンに2～5回連続で攻撃する。
たいあたり,ノーマル,物理,40,90,100,35,○,通常攻撃。(第6世代は威力:50)
ちょうおんぱ,ノーマル,変化,-,-,55,20,×,相手を1～4ターンの間『こんらん』状態にする。音系の技。相手の『みがわり』状態を貫通する。
はねやすめ,ひこう,変化,-,-,-,10,×,HPが最大HPの半分回復するが、そのターンは『ひこう』タイプではなくなる。
みずでっぽう,みず,特殊,40,90,100,25,×,通常攻撃。
つばさでうつ,ひこう,物理,60,110,100,35,○,通常攻撃。
みずのはどう,みず,特殊,60,110,100,20,×,20%の確率で相手を1～4ターンの間『こんらん』状態にする。
ワイドガード,いわ,変化,-,-,-,10,×,必ず先制でき(優先度:+3)、そのターンの間、自分と味方は相手や味方が使った複数のポケモンが対象の技を受けない。(第6世代までは、変化技は防げない)
こうそくいどう,エスパー,変化,-,-,-,30,×,自分の『すばやさ』ランクが2段階上がる。
バブルこうせん,みず,特殊,65,120,100,20,×,10%の確率で相手の『すばやさ』ランクを1段階下げる。
ずつき,ノーマル,物理,70,120,100,15,○,30%の確率で相手をひるませる。
エアスラッシュ,ひこう,特殊,75,130,95,15,×,30%の確率で相手をひるませる。
アクアリング,みず,変化,-,-,-,20,×,使用後、毎ターン、HPが最大HPの1/16ずつ回復する。
とびはねる,ひこう,物理,85,130,85,5,○,1ターン目に空中へ飛び上がり、2ターン目に攻撃する。空中にいる間は『うちおとす』『かぜおこし』『かみなり』『サウザンアロー』『スカイアッパー』『たつまき』『ぼうふう』以外の技を受けない。30%の確率で相手を『まひ』状態にする。
とっしん,ノーマル,物理,90,130,85,20,○,相手に与えたダメージの1/4を自分も受ける。
ハイドロポンプ,みず,特殊,110,140,80,5,×,通常攻撃。
はかいこうせん,ノーマル,特殊,150,150,90,5,×,使用した次のターンは行動できない。
ギガインパクト,ノーマル,物理,150,150,90,5,○,使用した次のターンは行動できない。
