技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
アシストパワー,エスパー,特殊,20,130,100,10,×,自分のいずれかの能力ランクが1つ上がる度に威力が20上がる。
なかよくする,ノーマル,変化,-,-,-,20,×,相手の『こうげき』ランクを1段階下げる。自分の命中率、相手の回避率に関係なく必ず命中する。相手の『まもる』『みきり』『トーチカ』『ニードルガード』『ブロッキング』の効果を受けない(『ダイウォール』を除く)。相手の『みがわり』状態を貫通する。
アンコール,ノーマル,変化,-,-,100,5,×,3ターンの間、相手は最後に使用した技しか使えなくなる。ただし、PPが0になると解除される。ダイマックスしているポケモンには無効。なお、ダイマックス技や第7世代のZワザは影響を受けずに使うことができる。
チャームボイス,フェアリー,特殊,40,90,-,15,×,相手全体が対象。自分の命中率、相手の回避率に関係なく必ず命中する。音系の技。相手の『みがわり』状態を貫通する。
サイケこうせん,エスパー,特殊,65,120,100,20,×,10%の確率で相手を1～4ターンの間『こんらん』状態にする。
てだすけ,ノーマル,変化,-,-,-,20,×,必ず先制できる(優先度:+5)。使用したターンの間、味方の技の威力を1.5倍にする。
おさきにどうぞ,ノーマル,変化,-,-,-,15,×,相手は『すばやさ』に関係なく、この技を受けた直後に行動できるようになる。ダブルバトル用。
アロマセラピー,くさ,変化,-,-,-,5,×,すべての味方のポケモンの状態異常を治す。
サイコキネシス,エスパー,特殊,90,130,100,10,×,10%の確率で相手の『とくぼう』ランクを1段階下げる。
めいそう,エスパー,変化,-,-,-,20,×,自分の『とくこう』『とくぼう』ランクが1段階ずつ上がる。
パワーシェア,エスパー,変化,-,-,-,10,×,自分と相手の『こうげき』と『とくこう』を足して半分に分ける。
サイコフィールド,エスパー,変化,-,-,-,10,×,5ターンの間、場の状態を『サイコフィールド』にする。『ひこう』タイプや特性『ふゆう』などではない地面にいるすべてのポケモンは、相手(味方は含まない)の先制技を受けなくなり、また『エスパー』タイプの技の威力が1.3倍になる(第7世代までは1.5倍)。道具『サイコシード』を持ったポケモンは『とくぼう』ランクが1段階上がる。
とっておき,ノーマル,物理,140,140,100,5,○,この技は自分の持っている他の技をすべて使うと使えるようになる。
ネコにこばん,ノーマル,物理,40,90,100,20,×,戦闘終了後にお金が(自分のレベル×攻撃回数×5)円余計に手に入る。
マジカルリーフ,くさ,特殊,60,110,-,20,×,自分の命中率、相手の回避率に関係なく必ず命中する。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
メロメロ,ノーマル,変化,-,-,100,15,×,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
からげんき,ノーマル,物理,70,120,100,20,○,自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
スピードスター,ノーマル,特殊,60,110,-,20,×,相手全体が対象。自分の命中率、相手の回避率に関係なく必ず命中する。
てだすけ,ノーマル,変化,-,-,-,20,×,必ず先制できる(優先度:+5)。使用したターンの間、味方の技の威力を1.5倍にする。
ふういん,エスパー,変化,-,-,-,10,×,自分が覚えている技を相手は使えなくなる。
パワースワップ,エスパー,変化,-,-,-,10,×,自分と相手の『こうげき』『とくこう』ランクを入れ替える。
ドレインパンチ,かくとう,物理,75,90,100,10,○,相手に与えたダメージの半分だけ自分のHPが回復する。特性『てつのこぶし』の時、威力が1.2倍になる。
トリックルーム,エスパー,変化,-,-,-,5,×,5ターンの間、『すばやさ』が低いポケモンから攻撃できるようになる。ただし、必ず先制できる技には無効。もう1度使用すると元に戻る。必ず後攻になる(優先度:-7)。
ワンダールーム,エスパー,変化,-,-,-,10,×,5ターンの間、すべてのポケモンの『ぼうぎょ』と『とくぼう』の能力値が入れ替わる。もう1度使用すると元に戻る。
マジックルーム,エスパー,変化,-,-,-,10,×,5ターンの間、すべてのポケモンの道具の効果がなくなる。
りんしょう,ノーマル,特殊,60,110,100,15,×,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
ドレインキッス,フェアリー,特殊,50,100,100,10,○,相手に与えたダメージの3/4だけ自分のHPが回復する。
サイコフィールド,エスパー,変化,-,-,-,10,×,5ターンの間、場の状態を『サイコフィールド』にする。『ひこう』タイプや特性『ふゆう』などではない地面にいるすべてのポケモンは、相手(味方は含まない)の先制技を受けなくなり、また『エスパー』タイプの技の威力が1.3倍になる(第7世代までは1.5倍)。道具『サイコシード』を持ったポケモンは『とくぼう』ランクが1段階上がる。
マジカルフレイム,ほのお,特殊,75,130,100,10,×,100%の確率で相手の『とくこう』ランクを1段階下げる。(第6世代は威力:65)
