技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
てっぺき,はがね,変化,-,-,-,15,×,自分の『ぼうぎょ』ランクを2段階上げる。
てっぺき,はがね,変化,-,-,-,15,×,自分の『ぼうぎょ』ランクを2段階上げる。
であいがしら,むし,物理,90,130,100,10,○,必ず先制できる(優先度:+2)。ただし、出た最初のターンしか成功しない。
つつく,ひこう,物理,35,90,100,35,○,通常攻撃。
すなかけ,じめん,変化,-,-,100,15,×,相手の命中率を1段階下げる。
にらみつける,ノーマル,変化,-,-,100,30,×,相手全体が対象。相手の『ぼうぎょ』ランクを1段階下げる。
れんぞくぎり,むし,物理,40,90,95,20,○,連続で使用すると攻撃が当たる度に威力が倍増していく(最大160)。攻撃が外れたり連続で使用しないと元に戻る。
いわくだき,かくとう,物理,40,70,100,15,○,50%の確率で相手の『ぼうぎょ』ランクを1段階下げる。
ぶんまわす,あく,物理,60,110,100,20,○,自分以外全員が対象。通常攻撃。
みきり,かくとう,変化,-,-,-,5,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
はたきおとす,あく,物理,65,120,100,20,○,相手が道具を持っている場合、ダメージが1.5倍になり、さらに道具を持っていない状態にする。戦闘終了後、道具は元に戻る。
きりばらい,ひこう,変化,-,-,-,15,×,相手の回避率を1段階下げる。相手の場の『しろいきり』『ひかりのかべ』『リフレクター』『しんぴのまもり』『オーロラベール』、両方の場の『まきびし』『どくびし』『ステルスロック』『ねばねばネット』、さらに第8世代からは『エレキフィールド』『グラスフィールド』『サイコフィールド』『ミストフィールド』の効果を解除する。相手が『みがわり』状態の場合、回避率を下げる効果のみ失敗する。
かわらわり,かくとう,物理,75,90,100,15,○,相手の技『リフレクター』『オーロラベール』の効果を受けず、相手の技『リフレクター』『ひかりのかべ』『オーロラベール』を壊す。
つるぎのまい,ノーマル,変化,-,-,-,20,×,自分の『こうげき』ランクを2段階上げる。
たたきつける,ノーマル,物理,80,130,75,20,○,通常攻撃。
リーフブレード,くさ,物理,90,130,100,15,○,急所に当たりやすい(急所ランク:+1)。
いのちがけ,かくとう,特殊,-,100,100,5,×,自分のHPを0にし、その分のダメージを相手に与える。
ブレイブバード,ひこう,物理,120,140,100,15,○,相手に与えたダメージの1/3を自分も受ける。
スターアサルト,かくとう,物理,150,100,100,5,×,使用した次のターンは行動できない。
ソーラーブレード,くさ,物理,125,140,100,10,○,1ターン目は攻撃せずに、2ターン目で攻撃する。天気が『ひざしがつよい』の時は1ターンためずに攻撃でき、『あめ』『あられ』『すなあらし』の時は威力が半分になる。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
はがねのつばさ,はがね,物理,70,120,90,25,○,10%の確率で自分の『ぼうぎょ』ランクが1段階上がる。
メロメロ,ノーマル,変化,-,-,100,15,×,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
にほんばれ,ほのお,変化,-,-,-,5,×,5ターンの間、天気を『ひざしがつよい』にする。
からげんき,ノーマル,物理,70,120,100,20,○,自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
てだすけ,ノーマル,変化,-,-,-,20,×,必ず先制できる(優先度:+5)。使用したターンの間、味方の技の威力を1.5倍にする。
リベンジ,かくとう,物理,60,80,100,10,○,そのターンに相手の技のダメージを受けると威力が2倍になる。必ず後攻になる(優先度:-4)。
かわらわり,かくとう,物理,75,90,100,15,○,相手の技『リフレクター』『オーロラベール』の効果を受けず、相手の技『リフレクター』『ひかりのかべ』『オーロラベール』を壊す。
ダメおし,あく,物理,60,110,100,10,○,そのターン、相手が既にダメージを受けている時、威力が2倍になる。
りんしょう,ノーマル,特殊,60,110,100,15,×,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
