技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
どげざつき,あく,物理,80,130,-,10,○,自分の命中率、相手の回避率に関係なく必ず命中する
どげざつき,あく,物理,80,130,-,10,○,自分の命中率、相手の回避率に関係なく必ず命中する
ねこだまし,ノーマル,物理,40,90,100,10,○,必ず先制でき(優先度:+3)、100%の確率で相手をひるませる。ただし、出た最初のターンしか成功しない。
ないしょばなし,ノーマル,変化,-,-,-,20,×,相手の『とくこう』ランクを1段階下げる。自分の命中率、相手の回避率に関係なく必ず命中する。相手の『まもる』『みきり』『トーチカ』『ニードルガード』『ブロッキング』の効果を受けない(『ダイウォール』を除く)。音系の技。相手の『みがわり』状態を貫通する。
かみつく,あく,物理,60,110,100,25,○,30%の確率で相手をひるませる。
おだてる,あく,変化,-,-,100,15,×,相手を1～4ターンの間『こんらん』状態にするが、相手の『とくこう』ランクを1段階上げてしまう。
うそなき,あく,変化,-,-,100,20,×,相手の『とくぼう』ランクを2段階下げる。
ダメおし,あく,物理,60,110,100,10,○,そのターン、相手が既にダメージを受けている時、威力が2倍になる。
いばる,ノーマル,変化,-,-,85,15,×,相手を1～4ターンの間『こんらん』状態にするが、相手の『こうげき』ランクを2段階上げてしまう。(第6世代は命中率:90)
ふいうち,あく,物理,70,120,100,5,○,必ず先制できる(優先度:+1)。相手が使う技が攻撃技ではない場合や、優先度などの関係ですでに攻撃を終えていた場合は失敗する。相手が『ねむり』『こおり』状態でも攻撃技を選択していれば成功する。(第6世代は威力:80)
いちゃもん,あく,変化,-,-,100,15,×,使用後、相手は同じ技を連続で出せなくなる。ダイマックスしている相手には無効。
あくのはどう,あく,特殊,80,130,100,15,×,20%の確率で相手をひるませる。
わるだくみ,あく,変化,-,-,-,20,×,自分の『とくこう』ランクを2段階上げる。
じゃれつく,フェアリー,物理,90,130,90,10,○,10%の確率で相手の『こうげき』ランクを1段階下げる。
イカサマ,あく,物理,95,130,100,15,○,自分の『こうげき』ではなく、相手の『こうげき』の能力値でダメージ計算する。
メガトンパンチ,ノーマル,物理,80,130,85,20,○,通常攻撃。特性『てつのこぶし』の時、威力が1.2倍になる。
メガトンキック,ノーマル,物理,120,140,75,5,○,通常攻撃。
でんじは,でんき,変化,-,-,90,20,×,相手を『まひ』状態にする。『じめん』タイプや『でんき』タイプには無効。(第6世代は命中率:100)
ひかりのかべ,エスパー,変化,-,-,-,30,×,5ターンの間、相手の特殊攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
リフレクター,エスパー,変化,-,-,-,20,×,5ターンの間、相手の物理攻撃のダメージを半分にする。味方が複数の場合は半分ではなく2/3になる。急所に当たった場合は軽減されない。交代しても効果は続く。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
どろぼう,あく,物理,60,110,100,25,○,相手が持っている道具を自分の物にする。自分が既に道具を持っている場合は失敗するが、技『はたきおとす』で自分の道具が無効化されている時は奪う事ができ、道具は上書きされる。トレーナー戦の場合はバトル終了後になくなる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
メロメロ,ノーマル,変化,-,-,100,15,×,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
からげんき,ノーマル,物理,70,120,100,20,○,自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
リベンジ,かくとう,物理,60,80,100,10,○,そのターンに相手の技のダメージを受けると威力が2倍になる。必ず後攻になる(優先度:-4)。
うそなき,あく,変化,-,-,100,20,×,相手の『とくぼう』ランクを2段階下げる。
ダメおし,あく,物理,60,110,100,10,○,そのターン、相手が既にダメージを受けている時、威力が2倍になる。
ドレインパンチ,かくとう,物理,75,90,100,10,○,相手に与えたダメージの半分だけ自分のHPが回復する。特性『てつのこぶし』の時、威力が1.2倍になる。
シャドークロー,ゴースト,物理,70,120,100,15,○,急所に当たりやすい(急所ランク:+1)。
りんしょう,ノーマル,特殊,60,110,100,15,×,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
かたきうち,ノーマル,物理,70,120,100,5,○,前のターンに味方のポケモンが倒されていると威力が2倍になる。
ドレインキッス,フェアリー,特殊,50,100,100,10,○,相手に与えたダメージの3/4だけ自分のHPが回復する。
けたぐり,かくとう,物理,-,100,100,20,○,相手の『おもさ』が重いほど威力が高くなる。10kg未満は20、25kg未満は40、50kg未満は60、100kg未満は80、200kg未満は100、それ以上は120。ダイマックスしている相手には無効。
ゆびをふる,ノーマル,変化,-,-,-,10,×,ほぼすべての技の中からランダムで1つ使う。
きゅうけつ,むし,物理,80,130,100,10,○,相手に与えたダメージの半分だけ自分のHPが回復する。(第6世代は威力:20、PP:15)
みがわり,ノーマル,変化,-,-,-,10,×,自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。
こらえる,ノーマル,変化,-,-,-,10,×,必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。
ねごと,ノーマル,変化,-,-,-,10,×,自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
さわぐ,ノーマル,特殊,90,130,100,10,×,3ターン連続で攻撃し、その間はすべてのポケモンが『ねむり』状態にならない。音系の技。相手の『みがわり』状態を貫通する。
ちょうはつ,あく,変化,-,-,100,20,×,3ターンの間、相手は攻撃技しか出せなくなる。(変化技を使えなくする)
トリック,エスパー,変化,-,-,100,10,×,相手と自分が持っている道具を入れ替える。片方しか道具を持っていない場合も成功する。
あくのはどう,あく,特殊,80,130,100,15,×,20%の確率で相手をひるませる。
わるだくみ,あく,変化,-,-,-,20,×,自分の『とくこう』ランクを2段階上げる。
イカサマ,あく,物理,95,130,100,15,○,自分の『こうげき』ではなく、相手の『こうげき』の能力値でダメージ計算する。
じゃれつく,フェアリー,物理,90,130,90,10,○,10%の確率で相手の『こうげき』ランクを1段階下げる。
マジカルシャイン,フェアリー,特殊,80,130,100,10,×,相手全体が対象。通常攻撃。
じごくづき,あく,物理,80,130,100,15,○,相手は2ターンの間、音系の技『いびき』『いやしのすず』『いやなおと』『うたう』『うたかたのアリア』『エコーボイス』『おしゃべり』『おたけび』『きんぞくおん』『くさぶえ』『さわぐ』『スケイルノイズ』『すてゼリフ』『チャームボイス』『ちょうおんぱ』『とおぼえ』『ないしょばなし』『なきごえ』『バークアウト』『ハイパーボイス』『ばくおんぱ』『ほえる』『ほろびのうた』『むしのさざめき』『りんしょう』『ソウルビート』『オーバードライブ』を使えなくなる。
