技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
アシッドボム,どく,特殊,40,70,100,20,×,100%の確率で相手の『とくぼう』ランクを2段階下げる。
たいあたり,ノーマル,物理,40,90,100,35,○,通常攻撃。(第6世代は威力:50)
すいとる,くさ,特殊,20,90,100,25,×,相手に与えたダメージの半分だけ自分のHPが回復する。
アシッドボム,どく,特殊,40,70,100,20,×,100%の確率で相手の『とくぼう』ランクを2段階下げる。
みずでっぽう,みず,特殊,40,90,100,25,×,通常攻撃。
りゅうのいぶき,ドラゴン,特殊,60,110,100,20,×,30%の確率で相手を『まひ』状態にする。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
じたばた,ノーマル,物理,-,130,100,15,○,自分の残りHPが少ないほど威力が高くなる。(威力は20～200)
みずのはどう,みず,特殊,60,110,100,20,×,20%の確率で相手を1～4ターンの間『こんらん』状態にする。
あまごい,みず,変化,-,-,-,5,×,5ターンの間、天気を『あめ』にする。
りゅうのはどう,ドラゴン,特殊,85,130,100,10,×,通常攻撃。
のろい,ゴースト,変化,-,-,-,10,×,自分のタイプが『ゴースト』タイプの時は自分のHPを最大HPの半分だけ減らして、相手を『のろい』状態にする。『のろい』状態になると毎ターン、HPが最大HPの1/4ずつ減る。それ以外のポケモンの場合『すばやさ』ランクが1段階下がり、『こうげき』『ぼうぎょ』ランクが1段階ずつ上がる。
のしかかり,ノーマル,物理,85,130,100,15,○,30%の確率で相手を『まひ』状態にする。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。
だくりゅう,みず,特殊,90,130,85,10,×,相手全体が対象。30%の確率で相手の命中率を1段階下げる。
ねむる,エスパー,変化,-,-,-,10,×,HPと状態異常をすべて回復した後、2ターンの間『ねむり』状態になる。
いわなだれ,いわ,物理,75,130,90,10,×,相手全体が対象。30%の確率で相手をひるませる。
いびき,ノーマル,特殊,50,100,100,15,×,自分が『ねむり』状態の時のみ使用可能。30%の確率で相手をひるませる。音系の技。相手の『みがわり』状態を貫通する。
まもる,ノーマル,変化,-,-,-,10,×,必ず先制でき(優先度:+4)、そのターンの間、相手の技を受けない。連続で使うと失敗しやすくなる。ダイマックス技や第7世代のZワザの攻撃技は貫通し、1/4のダメージを受ける。
メロメロ,ノーマル,変化,-,-,100,15,×,相手が自分とは異なる性別の場合、相手を『メロメロ』状態にする。『メロメロ』状態になると、50%の確率で相手は自分に攻撃できなくなる。自分と相手の性別が同じ時や、どちらかが性別不明の場合は失敗する。
あまごい,みず,変化,-,-,-,5,×,5ターンの間、天気を『あめ』にする。
にほんばれ,ほのお,変化,-,-,-,5,×,5ターンの間、天気を『ひざしがつよい』にする。
からげんき,ノーマル,物理,70,120,100,20,○,自分が『どく』『まひ』『やけど』状態の時、威力が2倍になる。『やけど』による『こうげき』の半減の影響を受けない。
マッドショット,じめん,特殊,55,110,95,15,×,100%の確率で相手の『すばやさ』ランクを1段階下げる。
りんしょう,ノーマル,特殊,60,110,100,15,×,同じターンに他のポケモンも『りんしょう』を使おうとすると、『すばやさ』に関係なく最初に使用したポケモンに続いて使用でき、最初以外の『りんしょう』は威力が2倍になる。音系の技。相手の『みがわり』状態を貫通する。(ダブルバトル用)
のしかかり,ノーマル,物理,85,130,100,15,○,30%の確率で相手を『まひ』状態にする。相手が技『ちいさくなる』を使用していると必ず命中し、威力が2倍になる。
れいとうビーム,こおり,特殊,90,130,100,10,×,10%の確率で相手を『こおり』状態にする。
ふぶき,こおり,特殊,110,140,70,5,×,相手全体が対象。10%の確率で相手を『こおり』状態にする。天気が『あられ』の時は必ず命中する。
10まんボルト,でんき,特殊,90,130,100,15,×,10%の確率で相手を『まひ』状態にする。
みがわり,ノーマル,変化,-,-,-,10,×,自分のHPを最大HPの1/4だけ減らして、減らしたHPと同じHPの自分の分身を作り、分身のHPが0になるまですべての攻撃を自分の代わりに分身が受ける。分身は状態異常にならない。ただし、音系の技などはそのまま受ける。
ヘドロばくだん,どく,特殊,90,90,100,10,×,30%の確率で相手を『どく』状態にする。
げきりん,ドラゴン,物理,120,140,100,10,○,2～3ターン連続で攻撃し、その後自分は1～4ターンの間『こんらん』状態になる。
こらえる,ノーマル,変化,-,-,-,10,×,必ず先制できる(優先度:+4)。そのターンに『ひんし』状態になる攻撃を受けてもHPが1残る。連続で使うと失敗しやすくなる。
ねごと,ノーマル,変化,-,-,-,10,×,自分が『ねむり』状態の時のみ使用可能。自分の持っている技のうち1つをランダムで使う。PPが減少するのはこの技のみ。
アイアンテール,はがね,物理,100,130,75,15,○,30%の確率で相手の『ぼうぎょ』ランクを1段階下げる。
だくりゅう,みず,特殊,90,130,85,10,×,相手全体が対象。30%の確率で相手の命中率を1段階下げる。
りゅうのはどう,ドラゴン,特殊,85,130,100,10,×,通常攻撃。
ヘドロウェーブ,どく,特殊,95,90,100,10,×,自分以外全員が対象。10%の確率で相手を『どく』状態にする。
カウンター,かくとう,物理,-,75,100,20,○,相手の物理攻撃のダメージの2倍をその相手に与える。『ダブルバトル』の時は最後に受けた技のみ有効になる。必ず後攻になる(優先度:-5)。
いのちのしずく,みず,変化,-,-,-,10,×,自分と味方全体のHPをそれぞれ最大HPの1/4ずつ回復する。特性『ちょすい』『よびみず』の味方は特性が発動するため、この技の効果は無効。
りゅうせいぐん,ドラゴン,特殊,130,140,90,5,×,攻撃後、100%の確率で自分の『とくこう』ランクが2段階下がる。
