技名,タイプ,分類,威力,ダイ,命中,PP,直,説明
たいあたり,ノーマル,物理,40,90,100,35,○,通常攻撃。(第6世代は威力:50)
どくばり,どく,物理,15,70,100,35,×,30%の確率で相手を『どく』状態にする。
かたくなる,ノーマル,変化,-,-,-,30,×,自分の『ぼうぎょ』ランクを1段階上げる。
みずでっぽう,みず,特殊,40,90,100,25,×,通常攻撃。
とどめばり,むし,物理,50,100,100,25,○,この技で相手を倒すと、自分の『こうげき』ランクが3段階上がる。(第6世代は威力:30、2段階上昇)
ちいさくなる,ノーマル,変化,-,-,-,10,×,自分の回避率を2段階上げる。ただし、技『のしかかり』『ふみつけ』『ドラゴンダイブ』『ハードローラー』『ハイパーダーククラッシャー』『フライングプレス』『ヒートスタンプ』『ヘビーボンバー』は必ず命中し威力2倍で受けるようになってしまう(ヒートスタンプは第6世代以降、ヘビーボンバーは第7世代以降。なお、ゴーストダイブは第6世代のみ)。
まきびし,じめん,変化,-,-,-,20,×,使用後、相手はポケモンを交代する度にダメージを受ける。3回まで使うことができ、1回の時は相手の最大HPの1/8、2回の時は相手の最大HPの1/6、3回の時は相手の最大HPの1/4のダメージを与える。『ひこう』タイプ、特性『ふゆう』のポケモンはダメージを受けない。
しおみず,みず,特殊,65,120,100,10,×,相手のHPが最大HPの半分以下の時、威力が2倍になる。
リベンジ,かくとう,物理,60,80,100,10,○,そのターンに相手の技のダメージを受けると威力が2倍になる。必ず後攻になる(優先度:-4)。
ミサイルばり,むし,物理,25,130,95,20,×,1ターンに2～5回連続で攻撃する。
どくびし,どく,変化,-,-,-,20,×,使用後、相手はポケモンを交代する度に、出したポケモンが『どく』状態になる。2回使うと『もうどく』状態になる。『ひこう』タイプ、特性『ふゆう』のポケモンは効果を受けない。『どく』タイプのポケモンが出ると効果がなくなる。
どくづき,どく,物理,80,90,100,20,○,30%の確率で相手を『どく』状態にする。
